machine_status,total_number,current_cycle,cycle_remaining_time,total_run_time,current_program_name,spindle_speed,spindle_override,feed_override,x_axis_coordinate,y_axis_coordinate,z_axis_coordinate,c_axis_coordinate,a_axis_coordinate,b_axis_coordinate,program_status,active_alarm,coolant_status
on,4497,1103.148,1103.148,6564797.262,_N_SPERPENTINE_MPF,3000,100,100,390.4380686,-314.0927463,-510.942298,0.985855523,-1.43E-10,-0.0000107,3,No Active Alarm,On
on,4497,1105.556,1105.556,6564799.674,_N_SPERPENTINE_MPF,3000,100,100,398.4627948,-314.2360286,-510.942268,0.985908854,-1.07E-05,7.15E-11,3,No Active Alarm,On
on,4497,1108.256,1108.256,6564802.38,_N_SPERPENTINE_MPF,3000,100,100,407.4754294,-314.3962012,-510.9423489,0.985908854,7.15E-11,-0.0000107,3,No Active Alarm,On
on,4497,1110.832,1110.832,6564804.948,_N_SPERPENTINE_MPF,3000,100,100,416.0469349,-314.5483736,-510.9421204,0.985908854,-1.07E-05,-3.81E-15,3,No Active Alarm,On
on,4497,1113.26,1113.26,6564807.378,_N_SPERPENTINE_MPF,3000,100,100,421.6074056,-317.3381681,-510.9422502,0.985908854,-3.81E-15,0.0000215,3,No Active Alarm,On
on,4497,1115.672,1115.672,6564809.79,_N_SPERPENTINE_MPF,3000,100,100,413.3873257,-318.0860202,-510.9422941,0.985855523,2.15E-05,7.15E-11,3,No Active Alarm,On
on,4497,1118.496,1118.496,6564812.61,_N_SPERPENTINE_MPF,3000,100,100,404.8945452,-317.9346978,-510.9423043,0.985908854,7.15E-11,-1.43E-10,3,No Active Alarm,On
on,4497,1120.98,1120.98,6564815.094,_N_SPERPENTINE_MPF,3000,100,100,396.4560122,-317.7851454,-510.9423081,0.985908854,-1.43E-10,2.15E-10,3,No Active Alarm,On
on,4497,1124.612,1124.612,6564818.73,_N_SPERPENTINE_MPF,3000,100,100,384.4712343,-317.572332,-510.9422981,0.985908854,2.15E-10,2.15E-10,3,No Active Alarm,On
on,4497,1127.096,1127.096,6564821.214,_N_SPERPENTINE_MPF,3000,100,100,376.2185505,-317.4257697,-510.9422781,0.985908854,2.15E-10,-0.0000215,3,No Active Alarm,On
on,4497,1129.588,1129.588,6564823.704,_N_SPERPENTINE_MPF,3000,100,100,371.534155,-321.024267,-510.9423381,0.985908854,-2.15E-05,-0.0000107,3,No Active Alarm,On
on,4497,1132.052,1132.052,6564826.17,_N_SPERPENTINE_MPF,3000,100,100,376.9407767,-323.8548225,-510.9423281,0.985908854,-1.07E-05,-0.0000107,3,No Active Alarm,On
on,4497,1134.524,1134.524,6564828.642,_N_SPERPENTINE_MPF,3000,100,100,385.1658472,-324.0008849,-510.9421781,0.985908855,-1.07E-05,3.57E-20,3,No Active Alarm,On
on,4497,1137.028,1137.028,6564831.15,_N_SPERPENTINE_MPF,3000,100,100,393.5515173,-324.1496272,-510.9422781,0.985855523,3.57E-20,1.43E-10,3,No Active Alarm,On
on,4497,1139.536,1139.536,6564833.652,_N_SPERPENTINE_MPF,3000,100,100,401.8708527,-324.2980896,-510.9423868,0.985908854,1.43E-10,-0.0000107,3,No Active Alarm,On
on,4497,1142.1,1142.1,6564836.22,_N_SPERPENTINE_MPF,3000,100,100,410.4429583,-324.4502121,-510.9423183,0.985908854,-1.07E-05,-0.0000107,3,No Active Alarm,On
on,4497,1144.564,1144.564,6564838.68,_N_SPERPENTINE_MPF,3000,100,100,418.6274091,-324.5961144,-510.942282,0.985908854,-1.07E-05,0.0000107,3,No Active Alarm,On
on,4497,1147.096,1147.096,6564841.212,_N_SPERPENTINE_MPF,3000,100,100,418.7359519,-327.8906071,-510.9423014,0.985908854,1.07E-05,5.17E-20,3,No Active Alarm,On
on,4497,1149.752,1149.752,6564843.87,_N_SPERPENTINE_MPF,3000,100,100,409.8830585,-327.7327346,-510.9422344,0.985855523,5.17E-20,4.77E-16,3,No Active Alarm,On
on,4497,1152.372,1152.372,6564846.492,_N_SPERPENTINE_MPF,3000,100,100,401.1775345,-327.5777521,-510.9422703,0.985908854,4.77E-16,-0.0000215,3,No Active Alarm,On
on,4497,1154.924,1154.924,6564849.042,_N_SPERPENTINE_MPF,3000,100,100,392.6859695,-327.4267797,-510.9423881,0.985908854,-2.15E-05,0.0000107,3,No Active Alarm,On
on,4497,1157.404,1157.404,6564851.52,_N_SPERPENTINE_MPF,3000,100,100,384.3683076,-327.2796973,-510.9423781,0.985908854,1.07E-05,-0.0000107,3,No Active Alarm,On
on,4497,1159.936,1159.936,6564854.052,_N_SPERPENTINE_MPF,3000,100,100,375.9555743,-327.1301749,-510.9422581,0.985908854,-1.07E-05,-1.43E-10,3,No Active Alarm,On
on,4497,1162.452,1162.452,6564856.566,_N_SPERPENTINE_MPF,3000,100,100,371.3588562,-330.900045,-510.9423081,0.985855523,-1.43E-10,-0.0000107,3,No Active Alarm,On
on,4497,1164.92,1164.92,6564859.038,_N_SPERPENTINE_MPF,3000,100,100,376.9398224,-333.5638679,-510.9421181,0.985908854,-1.07E-05,0.0000107,3,No Active Alarm,On
on,4497,1167.372,1167.372,6564861.492,_N_SPERPENTINE_MPF,3000,100,100,385.1245681,-333.7093502,-510.9422981,0.985908854,1.07E-05,0.0000215,3,No Active Alarm,Off
on,4497,1169.996,1169.996,6564864.114,_N_SPERPENTINE_MPF,3000,100,100,393.8432487,-333.8638927,-510.9423181,0.985908854,2.15E-05,1.43E-10,3,No Active Alarm,Off
on,4497,1172.56,1172.56,6564866.676,_N_SPERPENTINE_MPF,3000,100,100,402.4023223,-334.0162651,-510.9423875,0.985908854,1.43E-10,-0.0000215,3,No Active Alarm,Off
on,4497,1175.184,1175.184,6564869.298,_N_SPERPENTINE_MPF,3000,100,100,411.1604598,-334.1720776,-510.9422827,0.985908854,-2.15E-05,-0.0000215,3,No Active Alarm,Off
on,4497,1178.028,1178.028,6564872.148,_N_SPERPENTINE_MPF,3000,100,100,420.639423,-334.3403303,-510.9422522,0.985908854,-2.15E-05,1.43E-10,3,No Active Alarm,Off
on,4497,1180.6,1180.6,6564874.722,_N_SPERPENTINE_MPF,3000,100,100,416.5592834,-337.8530365,-510.9423279,0.985908854,1.43E-10,-0.0000107,3,No Active Alarm,Off
on,4497,1183.064,1183.064,6564877.182,_N_SPERPENTINE_MPF,3000,100,100,408.3878133,-337.7080042,-510.9423345,0.985908854,-1.07E-05,0.0000107,3,No Active Alarm,Off
on,4497,1185.556,1185.556,6564879.672,_N_SPERPENTINE_MPF,3000,100,100,400.055853,-337.5601618,-510.9423581,0.985908854,1.07E-05,-0.0000322,3,No Active Alarm,Off
on,4497,1188.156,1188.156,6564882.282,_N_SPERPENTINE_MPF,3000,100,100,391.3896917,-337.4056893,-510.9423381,0.985908855,-3.22E-05,-2.86E-10,3,No Active Alarm,Off
on,4497,1190.636,1190.636,6564884.754,_N_SPERPENTINE_MPF,3000,100,100,383.1116547,-337.258837,-510.9422681,0.985908854,-2.86E-10,-0.0000215,3,No Active Alarm,Off
on,4497,1193.112,1193.112,6564887.232,_N_SPERPENTINE_MPF,3000,100,100,374.8726424,-337.1121447,-510.9422881,0.985908854,-2.15E-05,-1.91E-15,3,No Active Alarm,Off
on,4497,1195.66,1195.66,6564889.782,_N_SPERPENTINE_MPF,3000,100,100,371.1631023,-341.9117312,-510.9423381,0.985908854,-1.91E-15,4.77E-16,3,No Active Alarm,Off
on,4497,1198.088,1198.088,6564892.206,_N_SPERPENTINE_MPF,3000,100,100,377.626726,-343.5776681,-510.9422781,0.985908854,4.77E-16,-0.0000107,3,No Active Alarm,Off
on,4497,1200.532,1200.532,6564894.654,_N_SPERPENTINE_MPF,3000,100,100,385.7994801,-343.7233304,-510.9422481,0.985855523,-1.07E-05,5.17E-20,3,No Active Alarm,Off
on,4497,1203.06,1203.06,6564897.18,_N_SPERPENTINE_MPF,3000,100,100,394.2110934,-343.8725128,-510.9423781,0.985908854,5.17E-20,0.0000322,3,No Active Alarm,Off
on,4497,1205.564,1205.564,6564899.682,_N_SPERPENTINE_MPF,3000,100,100,402.5567421,-344.0210552,-510.9424006,0.985855523,3.22E-05,4.77E-16,3,No Active Alarm,Off
on,4497,1208.016,1208.016,6564902.13,_N_SPERPENTINE_MPF,3000,100,100,410.741363,-344.1656675,-510.9421843,0.985855523,4.77E-16,-0.0000215,3,No Active Alarm,Off
on,4497,1210.468,1210.468,6564904.59,_N_SPERPENTINE_MPF,3000,100,100,418.9135932,-344.3116898,-510.9424177,0.985908854,-2.15E-05,7.15E-11,3,No Active Alarm,Off
on,4497,1213.056,1213.056,6564907.17,_N_SPERPENTINE_MPF,3000,100,100,417.9164597,-347.8789069,-510.942335,0.985908854,7.15E-11,0.0000107,3,No Active Alarm,Off
on,4497,1215.608,1215.608,6564909.726,_N_SPERPENTINE_MPF,3000,100,100,409.3842567,-347.7274145,-510.9423744,0.985908854,1.07E-05,-0.0000215,3,No Active Alarm,Off
on,4497,1218.168,1218.168,6564912.282,_N_SPERPENTINE_MPF,3000,100,100,400.8517536,-347.5754321,-510.9422935,0.985855523,-2.15E-05,-0.0000215,3,No Active Alarm,Off
on,4497,1220.544,1220.544,6564914.664,_N_SPERPENTINE_MPF,3000,100,100,392.9339696,-347.4350798,-510.9422981,0.985908854,-2.15E-05,1.43E-10,3,No Active Alarm,Off
on,4497,1223.168,1223.168,6564917.286,_N_SPERPENTINE_MPF,3000,100,100,384.2012973,-347.2797573,-510.9423581,0.985855523,1.43E-10,0.0000215,3,No Active Alarm,Off
on,4497,1225.588,1225.588,6564919.71,_N_SPERPENTINE_MPF,600,100,100,376.1224145,-347.136205,-510.9422981,0.985908854,2.15E-05,7.15E-11,3,No Active Alarm,Off
on,4497,1227.98,1227.98,6564922.098,_N_SPERPENTINE_MPF,600,100,100,371.0203442,-349.9489398,-510.9423481,0.985855523,7.15E-11,0.0000429,3,No Active Alarm,Off
on,4497,1230.46,1230.46,6564924.582,_N_SPERPENTINE_MPF,600,100,100,372.3762192,-353.2368983,-510.9423581,0.985908854,4.29E-05,7.15E-11,3,No Active Alarm,Off
on,4497,1232.968,1232.968,6564927.084,_N_SPERPENTINE_MPF,600,100,50,376.1685585,-348.5527877,-510.9423081,0.985908854,7.15E-11,0.0000215,3,No Active Alarm,Off
on,4497,1235.452,1235.452,6564929.574,_N_SPERPENTINE_MPF,600,100,50,384.4610673,-348.69958,-510.9423681,0.985855523,2.15E-05,0.0000107,3,No Active Alarm,Off
on,4497,1237.888,1237.888,6564932.004,_N_SPERPENTINE_MPF,600,100,50,392.5534917,-348.8437924,-510.9424781,0.985908854,1.07E-05,0.0000107,3,No Active Alarm,Off
on,4497,1240.42,1240.42,6564934.542,_N_SPERPENTINE_MPF,600,100,50,401.0187142,-348.9943348,-510.9422798,0.985908854,1.07E-05,0.0000107,3,No Active Alarm,Off
on,4497,1242.92,1242.92,6564937.038,_N_SPERPENTINE_MPF,600,100,50,409.3499745,-349.1423071,-510.9422665,0.985908855,1.07E-05,0.0000107,3,No Active Alarm,Off
on,4497,1245.484,1245.484,6564939.6,_N_SPERPENTINE_MPF,600,100,50,417.8824475,-349.2938496,-510.9424171,0.985908854,1.07E-05,-4.29E-10,3,No Active Alarm,Off
on,4497,1248.088,1248.088,6564942.204,_N_SPERPENTINE_MPF,600,100,50,422.525136,-345.2727254,-510.9422786,0.985908854,-4.29E-10,0.0000107,3,No Active Alarm,Off
on,4497,1250.576,1250.576,6564944.694,_N_SPERPENTINE_MPF,600,100,50,416.6353982,-342.8551165,-510.9422894,0.985908854,1.07E-05,-1.43E-10,3,No Active Alarm,Off
on,4497,1253.052,1253.052,6564947.172,_N_SPERPENTINE_MPF,600,100,50,408.3443005,-342.7079942,-510.9422636,0.985908854,-1.43E-10,-2.86E-10,3,No Active Alarm,Off
on,4497,1255.668,1255.668,6564949.788,_N_SPERPENTINE_MPF,600,100,50,399.6388351,-342.5531517,-510.9422881,0.985855523,-2.86E-10,0.0000107,3,No Active Alarm,On
on,4497,1258.26,1258.26,6564952.38,_N_SPERPENTINE_MPF,600,100,50,391.0001243,-342.3993593,-510.9423581,0.985908854,1.07E-05,-1.91E-15,3,No Active Alarm,On
on,4497,1260.724,1260.724,6564954.84,_N_SPERPENTINE_MPF,600,100,50,382.7881554,-342.2536769,-510.9423481,0.985908855,-1.91E-15,7.15E-11,3,No Active Alarm,On
on,4497,1263.18,1263.18,6564957.294,_N_SPERPENTINE_MPF,600,100,50,374.6015996,-342.1082846,-510.9423581,0.985908854,7.15E-11,-0.0000107,3,No Active Alarm,On
on,4497,1265.804,1265.804,6564959.922,_N_SPERPENTINE_MPF,600,100,50,376.1312841,-338.5501977,-510.9422481,0.985908854,-1.07E-05,7.15E-11,3,No Active Alarm,On
on,4497,1268.332,1268.332,6564962.454,_N_SPERPENTINE_MPF,600,100,50,384.5710207,-338.7006901,-510.9423481,0.985908855,7.15E-11,-0.0000107,3,No Active Alarm,On
on,4497,1270.764,1270.764,6564964.878,_N_SPERPENTINE_MPF,600,100,50,392.8363561,-338.8473024,-510.9421781,0.985908854,-1.07E-05,0.0000107,3,No Active Alarm,On
on,4497,1273.316,1273.316,6564967.434,_N_SPERPENTINE_MPF,600,100,50,401.1550329,-338.9949848,-510.9423625,0.985908854,1.07E-05,0.0000107,3,No Active Alarm,On
on,4497,1275.712,1275.712,6564969.834,_N_SPERPENTINE_MPF,600,100,50,409.1938546,-339.1375771,-510.9423233,0.985908854,1.07E-05,0.0000322,3,No Active Alarm,On
on,4497,1278.132,1278.132,6564972.246,_N_SPERPENTINE_MPF,600,100,50,417.1929037,-339.2798993,-510.9423033,0.985908854,3.22E-05,0.0000107,3,No Active Alarm,On
on,4497,1280.572,1280.572,6564974.688,_N_SPERPENTINE_MPF,600,100,50,422.678698,-336.6748379,-510.9423717,0.985908854,1.07E-05,-1.43E-10,3,No Active Alarm,On
on,4497,1282.92,1282.92,6564977.034,_N_SPERPENTINE_MPF,600,100,50,418.6675875,-332.8901071,-510.94235,0.985908854,-1.43E-10,0.0000107,3,No Active Alarm,On
on,4497,1285.308,1285.308,6564979.422,_N_SPERPENTINE_MPF,600,100,50,410.6955102,-332.7483048,-510.9422706,0.985908855,1.07E-05,-0.0000107,3,No Active Alarm,On
on,4497,1287.696,1287.696,6564981.81,_N_SPERPENTINE_MPF,600,100,50,402.7228328,-332.6060926,-510.9422709,0.985908854,-1.07E-05,7.15E-11,3,No Active Alarm,On
on,4497,1290.112,1290.112,6564984.234,_N_SPERPENTINE_MPF,600,100,50,394.672001,-332.4632503,-510.9423281,0.985855523,7.15E-11,0.0000107,3,No Active Alarm,On
on,4497,1292.504,1292.504,6564986.622,_N_SPERPENTINE_MPF,600,100,50,386.7121027,-332.321608,-510.9422681,0.985908854,1.07E-05,-0.0000215,3,No Active Alarm,On
on,4497,1294.884,1294.884,6564988.998,_N_SPERPENTINE_MPF,600,100,50,378.8071711,-332.1813958,-510.9424481,0.985908854,-2.15E-05,-1.43E-10,3,No Active Alarm,On
on,4497,1297.348,1297.348,6564991.464,_N_SPERPENTINE_MPF,600,100,50,372.7940353,-329.7100264,-510.9423281,0.985908854,-1.43E-10,0.0000215,3,No Active Alarm,On
on,4497,1299.916,1299.916,6564994.032,_N_SPERPENTINE_MPF,600,100,50,380.5948912,-328.9204236,-510.9422481,0.985908854,2.15E-05,-1.43E-10,3,No Active Alarm,On
on,4497,1302.428,1302.428,6564996.546,_N_SPERPENTINE_MPF,600,100,50,388.9937129,-329.069666,-510.9422681,0.985908854,-1.43E-10,7.15E-11,3,No Active Alarm,On
on,4497,1305.096,1305.096,6564999.216,_N_SPERPENTINE_MPF,600,100,50,397.8988961,-329.2278185,-510.9423081,0.985908854,7.15E-11,-0.0000107,3,No Active Alarm,On
on,4497,1307.62,1307.62,6565001.736,_N_SPERPENTINE_MPF,600,100,50,406.2972444,-329.3769509,-510.9423554,0.985908854,-1.07E-05,0.0000107,3,No Active Alarm,On
on,4497,1311.048,1311.048,6565005.162,_N_SPERPENTINE_MPF,5000,100,50,417.7094407,-329.5801241,-510.9423536,0.985908854,1.07E-05,0.0000322,3,No Active Alarm,On
on,4497,1313.548,1313.548,6565007.664,_N_SPERPENTINE_MPF,5000,100,50,422.8606244,-326.4367641,-510.9423853,0.985855523,3.22E-05,-0.0000107,3,No Active Alarm,On
on,4497,1315.964,1315.964,6565010.082,_N_SPERPENTINE_MPF,5000,100,40,418.0952453,-323.1701016,-510.9422486,0.985908854,-1.07E-05,-0.0000107,3,No Active Alarm,On
on,4497,1318.58,1318.58,6565012.698,_N_SPERPENTINE_MPF,5000,100,40,409.3629095,-323.0152391,-510.942254,0.985908854,-1.07E-05,-0.0000107,3,No Active Alarm,On
on,4497,1321.108,1321.108,6565015.224,_N_SPERPENTINE_MPF,5000,100,40,400.9518842,-322.8661067,-510.9423457,0.985908854,-1.07E-05,-1.43E-10,3,No Active Alarm,On
on,4497,1323.816,1323.816,6565017.93,_N_SPERPENTINE_MPF,5000,100,40,391.9134495,-322.7050741,-510.9421181,0.985855523,-1.43E-10,0.0000215,3,No Active Alarm,On
on,4497,1326.296,1326.296,6565020.414,_N_SPERPENTINE_MPF,5000,100,40,383.6351526,-322.5583118,-510.9423881,0.985908854,2.15E-05,4.85E-20,3,No Active Alarm,On
on,4497,1328.832,1328.832,6565022.946,_N_SPERPENTINE_MPF,5000,100,40,375.1952058,-322.4080394,-510.9423281,0.985855523,4.85E-20,-1.91E-15,3,No Active Alarm,On
on,4497,1331.264,1331.264,6565025.382,_N_SPERPENTINE_MPF,5000,100,40,375.5856819,-318.8300821,-510.9423081,0.985908854,-1.91E-15,-1.43E-10,3,No Active Alarm,On
on,4497,1333.74,1333.74,6565027.854,_N_SPERPENTINE_MPF,5000,100,40,383.8646889,-318.9772345,-510.9423181,0.985908854,-1.43E-10,-1.91E-15,3,No Active Alarm,On
on,4497,1336.328,1336.328,6565030.446,_N_SPERPENTINE_MPF,5000,100,40,392.4904782,-319.1306269,-510.9422681,0.985908854,-1.91E-15,-0.0000107,3,No Active Alarm,On
on,4497,1338.852,1338.852,6565032.966,_N_SPERPENTINE_MPF,5000,100,40,400.901651,-319.2950496,-510.9423448,0.985908854,-1.07E-05,-0.0000215,3,No Active Alarm,On
on,4497,1341.708,1341.708,6565035.828,_N_SPERPENTINE_MPF,5000,100,40,410.4473386,-319.449762,-510.9422187,0.985908854,-2.15E-05,0.0000107,3,No Active Alarm,On
on,4497,1344.3,1344.3,6565038.414,_N_SPERPENTINE_MPF,5000,100,40,419.0456258,-319.6021145,-510.9423106,0.985908854,1.07E-05,-0.0000107,3,No Active Alarm,On
on,4497,1347.024,1347.024,6565041.138,_N_SPERPENTINE_MPF,5000,100,40,423.072006,-314.5208234,-510.9422896,0.985908854,-1.07E-05,-1.91E-15,3,No Active Alarm,On
on,4497,1349.676,1349.676,6565043.79,_N_SPERPENTINE_MPF,5000,100,40,415.5411627,-313.1234708,-510.9423073,0.985908855,-1.91E-15,-0.0000107,3,No Active Alarm,On
on,4497,1352.204,1352.204,6565046.322,_N_SPERPENTINE_MPF,5000,100,40,407.1294474,-312.9742884,-510.9422993,0.985908854,-1.07E-05,0.0000107,3,No Active Alarm,On
on,4497,1354.596,1354.596,6565048.716,_N_SPERPENTINE_MPF,5000,100,40,399.1699923,-312.8324862,-510.9423281,0.985908854,1.07E-05,-0.0000107,3,No Active Alarm,On
on,4497,1356.988,1356.988,6565051.104,_N_SPERPENTINE_MPF,5000,100,40,391.184561,-312.6908839,-510.9422881,0.985908854,-1.07E-05,0.0000107,3,No Active Alarm,On
on,4497,1359.404,1359.404,6565053.522,_N_SPERPENTINE_MPF,5000,100,40,383.1466731,-312.5479116,-510.9423481,0.985908854,1.07E-05,-0.0000107,3,No Active Alarm,On
on,4497,1361.82,1361.82,6565055.94,_N_SPERPENTINE_MPF,5000,100,40,375.080772,-312.4043393,-510.9421381,0.985908854,-1.07E-05,5.17E-20,3,No Active Alarm,On
on,4497,1364.232,1364.232,6565058.346,_N_SPERPENTINE_MPF,5000,100,40,373.2141289,-306.0893485,-510.9423081,0.985908854,5.17E-20,0.0000107,3,No Active Alarm,On
on,4497,1366.648,1366.648,6565060.764,_N_SPERPENTINE_MPF,5000,100,100,371.7258415,-311.3550723,-510.9572576,0.985908854,1.07E-05,-0.0000322,3,No Active Alarm,On
on,4497,1369.036,1369.036,6565063.152,_N_SPERPENTINE_MPF,5000,100,100,377.2077892,-313.8383623,-510.9571776,0.985908854,-3.22E-05,7.15E-11,3,No Active Alarm,On
on,4497,1371.54,1371.54,6565065.654,_N_SPERPENTINE_MPF,5000,100,100,385.5529744,-313.9866746,-510.9571676,0.985855523,7.15E-11,-1.43E-10,3,No Active Alarm,On
on,4497,1374.004,1374.004,6565068.12,_N_SPERPENTINE_MPF,5000,100,100,393.7520918,-314.132277,-510.9571676,0.985908854,-1.43E-10,9.54E-16,3,No Active Alarm,On
on,4497,1376.472,1376.472,6565070.586,_N_SPERPENTINE_MPF,5000,100,100,401.9774396,-314.2788193,-510.9572485,0.985908854,9.54E-16,-0.0000107,3,No Active Alarm,On
on,4497,1379.044,1379.044,6565073.16,_N_SPERPENTINE_MPF,5000,100,100,410.561836,-314.4312218,-510.9571702,0.985908854,-1.07E-05,-0.0000215,3,No Active Alarm,On
on,4497,1381.596,1381.596,6565075.71,_N_SPERPENTINE_MPF,5000,100,100,419.0811581,-314.5828742,-510.9572806,0.985908854,-2.15E-05,-2.86E-10,3,No Active Alarm,On
on,4497,1384.204,1384.204,6565078.32,_N_SPERPENTINE_MPF,5000,100,100,418.7582268,-318.2011621,-510.9571414,0.985908854,-2.86E-10,-0.0000107,3,No Active Alarm,On
on,4497,1386.788,1386.788,6565080.906,_N_SPERPENTINE_MPF,5000,100,100,410.1589195,-318.0478696,-510.9571792,0.985855523,-1.07E-05,-2.86E-10,3,No Active Alarm,On
on,4497,1389.288,1389.288,6565083.402,_N_SPERPENTINE_MPF,5000,100,100,401.8139284,-317.8998973,-510.9571722,0.985855523,-2.86E-10,-0.0000107,3,No Active Alarm,On
on,4497,1391.828,1391.828,6565085.946,_N_SPERPENTINE_MPF,5000,100,100,393.3628052,-317.7491948,-510.9571576,0.985908854,-1.07E-05,0.0000215,3,No Active Alarm,On
on,4497,1394.348,1394.348,6565088.466,_N_SPERPENTINE_MPF,5000,100,100,384.9502619,-317.5998325,-510.9572276,0.985908854,2.15E-05,0.0000107,3,No Active Alarm,Off
on,4497,1396.844,1396.844,6565090.968,_N_SPERPENTINE_MPF,5000,100,100,376.6183684,-317.4520901,-510.9572976,0.985908854,1.07E-05,-0.0000107,3,No Active Alarm,Off
on,4497,1399.276,1399.276,6565093.392,_N_SPERPENTINE_MPF,5000,100,100,371.5645105,-320.4340576,-510.9572376,0.985908854,-1.07E-05,7.15E-11,3,No Active Alarm,Off
on,4497,1401.776,1401.776,6565095.894,_N_SPERPENTINE_MPF,5000,100,100,376.4581881,-323.8264521,-510.9572376,0.985908854,7.15E-11,-0.0000107,3,No Active Alarm,Off
on,4497,1404.204,1404.204,6565098.324,_N_SPERPENTINE_MPF,5000,100,100,384.6304922,-323.9720844,-510.9571276,0.985855523,-1.07E-05,0.0000215,3,No Active Alarm,Off
on,4497,1406.6,1406.6,6565100.718,_N_SPERPENTINE_MPF,5000,100,100,392.5503156,-324.1129167,-510.9572576,0.985908854,2.15E-05,7.15E-11,3,No Active Alarm,Off
on,4497,1408.992,1408.992,6565103.106,_N_SPERPENTINE_MPF,5000,100,100,400.5213969,-324.2539889,-510.9572094,0.985855523,7.15E-11,-1.43E-10,3,No Active Alarm,Off
on,4497,1411.4,1411.4,6565105.518,_N_SPERPENTINE_MPF,5000,100,100,408.5473377,-324.3967112,-510.9572299,0.985855523,-1.43E-10,0.0000107,3,No Active Alarm,Off
on,4497,1413.788,1413.788,6565107.906,_N_SPERPENTINE_MPF,5000,100,100,416.5056042,-324.5380835,-510.9572491,0.985908854,1.07E-05,-1.43E-10,3,No Active Alarm,Off
on,4497,1416.264,1416.264,6565110.378,_N_SPERPENTINE_MPF,5000,100,100,421.102142,-327.9449479,-510.9571881,0.985855523,-1.43E-10,0.0000107,3,No Active Alarm,Off
on,4497,1418.672,1418.672,6565112.79,_N_SPERPENTINE_MPF,5000,100,100,413.1186837,-327.8091558,-510.9571878,0.985908855,1.07E-05,0.0000107,3,No Active Alarm,Off
on,4497,1421.484,1421.484,6565115.598,_N_SPERPENTINE_MPF,3000,100,100,403.7330064,-327.6430832,-510.9572009,0.985908854,1.07E-05,0.0000215,3,No Active Alarm,Off
on,4497,1423.924,1423.924,6565118.046,_N_SPERPENTINE_MPF,3000,100,100,395.5746401,-327.4979608,-510.9572076,0.985908854,2.15E-05,3.57E-20,3,No Active Alarm,Off
on,4497,1426.4,1426.4,6565120.518,_N_SPERPENTINE_MPF,3000,100,100,387.3359179,-327.3519985,-510.9572176,0.985908854,3.57E-20,-0.0000107,3,No Active Alarm,Off
on,4497,1428.868,1428.868,6565122.984,_N_SPERPENTINE_MPF,3000,100,100,379.1102573,-327.2054461,-510.9571876,0.985908855,-1.07E-05,-0.0000107,3,No Active Alarm,Off
on,4497,1431.272,1431.272,6565125.39,_N_SPERPENTINE_MPF,3000,100,100,371.4410662,-327.396719,-510.9572276,0.985855523,-1.07E-05,-4.29E-10,3,No Active Alarm,Off
on,4497,1433.78,1433.78,6565127.904,_N_SPERPENTINE_MPF,3000,100,100,373.5938255,-333.4851866,-510.9572676,0.985908854,-4.29E-10,0.0000107,3,No Active Alarm,Off
on,4497,1436.192,1436.192,6565130.31,_N_SPERPENTINE_MPF,3000,100,100,381.6466851,-333.6280389,-510.9572776,0.985908854,1.07E-05,0.0000107,3,No Active Alarm,Off
on,4497,1438.624,1438.624,6565132.746,_N_SPERPENTINE_MPF,3000,100,100,389.752501,-333.7724412,-510.9572376,0.985908854,1.07E-05,0.0000215,3,No Active Alarm,Off
on,4497,1441.06,1441.06,6565135.176,_N_SPERPENTINE_MPF,3000,100,100,397.8842203,-333.9168935,-510.9572976,0.985855523,2.15E-05,-0.0000107,3,No Active Alarm,Off
on,4497,1443.592,1443.592,6565137.72,_N_SPERPENTINE_MPF,3000,100,100,406.3226219,-334.0667959,-510.9571854,0.985908854,-1.07E-05,-2.86E-10,3,No Active Alarm,Off
on,4497,1446.448,1446.448,6565140.57,_N_SPERPENTINE_MPF,3000,100,100,415.7878443,-334.2350886,-510.9572347,0.985908854,-2.86E-10,-0.0000107,3,No Active Alarm,Off
on,4497,1448.98,1448.98,6565143.096,_N_SPERPENTINE_MPF,3000,100,100,421.2696314,-337.4504599,-510.957173,0.985908854,-1.07E-05,0.0000107,3,No Active Alarm,Off
on,4497,1451.484,1451.484,6565145.598,_N_SPERPENTINE_MPF,3000,100,100,413.2722635,-337.8140959,-510.9572117,0.985908855,1.07E-05,-0.0000107,3,No Active Alarm,Off
on,4497,1453.892,1453.892,6565148.01,_N_SPERPENTINE_MPF,3000,100,100,405.219541,-337.6706436,-510.9571704,0.985908854,-1.07E-05,-1.43E-10,3,No Active Alarm,Off
on,4497,1456.432,1456.432,6565150.554,_N_SPERPENTINE_MPF,3000,100,100,396.7279205,-337.5199712,-510.9571676,0.985855523,-1.43E-10,0.0000107,3,No Active Alarm,Off
on,4497,1459.036,1459.036,6565153.152,_N_SPERPENTINE_MPF,3000,100,100,388.0363631,-337.3656987,-510.9572676,0.985908854,1.07E-05,-1.43E-10,3,No Active Alarm,Off
on,4497,1461.58,1461.58,6565155.696,_N_SPERPENTINE_MPF,3000,100,100,379.5975166,-337.2157763,-510.9572176,0.985908855,-1.43E-10,0.0000429,3,No Active Alarm,Off
